index,file,rule_id
62,../data/prompts_not_used/prompt_3_versuch_4/prompt_3_try_4.json,aws-s3-block-public-acls
63,../data/prompts_not_used/prompt_3_versuch_4/prompt_3_try_4.json,aws-s3-block-public-policy
64,../data/prompts_not_used/prompt_3_versuch_4/prompt_3_try_4.json,aws-s3-enable-bucket-encryption
65,../data/prompts_not_used/prompt_3_versuch_4/prompt_3_try_4.json,aws-s3-enable-bucket-logging
66,../data/prompts_not_used/prompt_3_versuch_4/prompt_3_try_4.json,aws-s3-ignore-public-acls
67,../data/prompts_not_used/prompt_3_versuch_4/prompt_3_try_4.json,aws-s3-no-public-buckets
68,../data/prompts_not_used/prompt_3_versuch_4/prompt_3_try_4.json,aws-s3-specify-public-access-block
69,../data/prompts_not_used/prompt_3_versuch_5/prompt_3_try_4.json,aws-kms-auto-rotate-keys
70,../data/prompts_not_used/prompt_3_versuch_5/prompt_3_try_4.json,aws-s3-block-public-acls
71,../data/prompts_not_used/prompt_3_versuch_5/prompt_3_try_4.json,aws-s3-block-public-policy
72,../data/prompts_not_used/prompt_3_versuch_5/prompt_3_try_4.json,aws-s3-enable-bucket-logging
73,../data/prompts_not_used/prompt_3_versuch_5/prompt_3_try_4.json,aws-s3-ignore-public-acls
74,../data/prompts_not_used/prompt_3_versuch_5/prompt_3_try_4.json,aws-s3-no-public-buckets
75,../data/prompts_not_used/prompt_3_versuch_5/prompt_3_try_4.json,aws-s3-specify-public-access-block
76,../data/prompts_not_used/prompt_5_versuch_2/prompt_5_try_4.json,aws-ec2-enable-at-rest-encryption
77,../data/prompts_not_used/prompt_5_versuch_2/prompt_5_try_4.json,aws-ec2-enforce-http-token-imds
78,../data/prompts_not_used/prompt_5_versuch_2/prompt_5_try_4.json,aws-ec2-no-public-ingress-sgr
